label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11
1	-629 m/(s^2)	0.1997	Applied Mathematics	dog	-0.5638	0.1387	-0.4697	2753	-975	0.4158	0.2302	-0.1667
4	1610 m/(s^2)	0.4128	Games and Playable Media	hamster	-0.1562	-0.8096	0.2119	-129	126	-0.0694	2.0671	0.8388
0	-147 m/(s^2)	0.3807	Bioengineering	reptile	2.0145	-1.0105	0.1828	-19	329	-0.0469	0.1284	-0.6735
4	1006 m/(s^2)	0.324	Bioengineering	guinea pig	0.0286	-0.132	-0.0459	-417	847	0.0901	0.6865	2.8033
2	329 m/(s^2)	-0.164	Biotechnology	pig, fish, rat	1.0403	0.5746	-0.7946	1833	1138	0.4368	1.2555	1.1345
4	-1268 m/(s^2)	0.2668	Games and Playable Media	guinea pig	-1.6252	1.0637	0.1696	246	396	1.3828	0.4868	0.5029
4	NULL	0.1325	Computer Game Design	guinea pig	1.5211	-0.3769	-0.2129	-681	1571	1.4953	0.0391	0.3086
4	974 m/(s^2)	0.7263	Computer Game Design	guinea pig	0.155	1.4381	0.2063	1740	295	-0.6618	0.9514	0.2808
0	1076 m/(s^2)	0.9105	Bioengineering	reptile	0.8437	0.6045	0.3614	1318	638	1.4599	0.9003	0.5749
0	1454 m/(s^2)	0.1176	Bioengineering	reptile	1.4449	-1.0861	0.6023	-313	386	0.6185	-0.4382	0.8939
2	-382 m/(s^2)	0.2474	Biotechnology	pig, ferret, fish	1.8631	-0.1944	0.1058	1501	486	n/a	0.3029	0.2307
0	-416 m/(s^2)	0.5317	Bioengineering	reptile	1.6259	1.216	-0.9626	957	-705	-1.0256	0.291	0.0876
0	-1201 m/(s^2)	0.4618	Bioengineering	reptile	0.7482	0.7059	-1.0143	1020	801	0.3282	0.5043	-0.0275
3	1888 m/(s^2)	0.5671	Bioengineering	chicken	2.2182	-0.0351	-0.5515	858	-257	1.6708	1.1025	-0.58
2	-618 m/(s^2)	0.1788	Technology and Information Management	fish, pig	0.3945	0.5338	1.9578	1731	598	0.5127	0.8144	-0.6823
1	572 m/(s^2)	-0.7176	Computer Science	cat	-1.2032	-0.009	0.3216	-1448	-152	-1.0901	0.2824	-0.4523
4	159 m/(s^2)	0.9808	Computer Game Design	guinea pig	-0.1854	0.9813	1.1003	2038	2400	0.4974	0.8386	?
3	-488 m/(s^2)	-0.3904	ELECTRICAL ENGINEERING	chicken	-0.3782	1.9329	0.788	1546	650	1.169	0.8999	0.7595
3	-764 m/(s^2)	0.2317	Electrical Engineering	chicken	0.4889	-0.4904	0.1378	-355	-104	0.7981	-0.5569	1.9812
3	465 m/(s^2)	0.3504	Bioinformatics	chicken	0.7719	2.6179	1.3188	151	140	1.2047	0.9076	-1.1791
1	1476 m/(s^2)	0.1941	Applied Mathematics	dog, bird	1.0953	-0.3307	-0.1113	630	766	-0.5058	1.2758	0.4876
4	1366 m/(s^2)	0.3509	Games and Playable Media	hamster	0.395	0.907	-0.1002	398	1690	-0.4917	1.0215	0.8331
0	959 m/(s^2)	0.1935	Robotics Engineering	reptile	0.8309	0.4147	0.4695	2329	-843	-0.2294	0.8566	0.6368
2	989 m/(s^2)	0.9324	Human Computer Interaction	pig, rat	1.0474	-0.0834	0.422	676	1860	2.5114	0.5184	-0.3455
4	317 m/(s^2)	-0.0146	Computer Game Design	hamster	-0.3657	0.851	0.1375	77	-1366	-0.7788	0.264	1.9876
4	1595 m/(s^2)	0.5732	Technology and Information Management	guinea pig	1.55	-0.3224	0.7534	173	2085	1.1303	1.2259	-0.6089
3	-115 m/(s^2)	1.4837	Human Computer Interaction	chicken	0.6626	-0.7095	0.4715	-806	1156	0.8711	-0.4907	-0.3434
1	1000 m/(s^2)	-0.1456	Computer Science	dog	0.6038	0.5476	-0.0867	59	-254	-0.918	0.6584	1.1118
3	604 m/(s^2)	0.4898	Natural Language Processing	rabbit	1.5894	0.5267	-0.0361	1162	1613	-0.2381	-0.6165	-0.2592
4	11 m/(s^2)	0.1562	Games and Playable Media	hamster	-1.9667	0.8674	-0.4364	727	-389	1.0313	0.0886	0.5004
2	1149 m/(s^2)	0.2977	Human Computer Interaction	hamster	-0.3901	1.0995	0.7752	1004	366	0.02	-1.2802	0.7682
2	281 m/(s^2)	0.5752	Technology and Information Management	rat	0.53	1.3465	0.6325	1073	2525	1.1561	-1.6049	1.4701
4	616 m/(s^2)	0.415	Computer Game Design	hamster	0.456	1.0394	0.2591	544	314	0.3561	0.43	0.8218
0	367 m/(s^2)	0.7465	Data Science	reptile	-0.7124	-1.9631	0.3184	2656	-281	-0.337	1.1276	0.0769
2	165 m/(s^2)	-0.6433	Biotechnology	fish	-0.3532	2.088	1.8875	1276	447	-0.3176	-1.5502	0.6621
2	321 m/(s^2)	1.4528	Human Computer Interaction	fish, ferret, rat	0.2435	1.0037	-0.0982	296	556	1.5494	-0.9024	0.489
0	1659 m/(s^2)	0.6946	Data Science	reptile	1.1371	0.7636	-0.6474	273	254	0.3623	-0.1267	-0.4037
0	-857 m/(s^2)	0.5979	Statistics	bird	1.7345	-1.5079	-0.4135	-403	-908	0.1472	-0.9267	-0.3205
2	7 m/(s^2)	-0.464	Technology and Information Management	rat	0.051	-0.101	0.4012	-326	516	1.483	0.7593	0.4783
1	1 m/(s^2)	0.8882	Applied Mathematics	cat	-0.8473	-0.0647	-0.2739	160	1670	-0.9709	-0.5454	-0.4501
3	-989 m/(s^2)	-0.0872	Electrical Engineering	chicken	1.2269	-0.0768	-0.6557	1372	-109	1.9481	0.0219	1.4427
0	-1238 m/(s^2)	-0.4634	Robotics Engineering	reptile	-1.01	2.075	-0.0848	227	173	1.409	0.5838	-0.8655
3	-252 m/(s^2)	0.0196	Natural Language Processing	rabbit	2.2587	0.1896	-0.8144	1205	370	0.929	0.853	0.6523
1	1395 m/(s^2)	0.101	Human Computer Interaction	dog	0.2238	-0.6006	0.0802	1089	-688	0.7034	-0.0992	0.3203
3	681 m/(s^2)	0.874	Electrical Engineering	Chicken	1.2658	0.4109	-0.0873	283	-524	0.152	1.4021	0.4862
4	1383 m/(s^2)	0.8273	Computational Media	Guinea Pig	1.631	1.0542	0.4163	1039	-493	0.786	0.3828	1.8264
4	-763 m/(s^2)	0.8959	Games And Playable Media	hamster	-0.1778	-0.6929	0.5473	501	900	0.4673	1.5183	1.6457
4	323 m/(s^2)	0.1077	Computational Media	guinea pig	0.6159	0.0039	-1.1144	1127	1140	0.4932	0.2825	1.0858
1	279 m/(s^2)	0.7155	Applied Mathematics	bird	0.0447	-0.0106	0.5653	265	-491	-0.0969	-0.6031	-1.8887
3	-337 m/(s^2)	0.8175		chicken	1.0609	1.7209	0.065	396	845	0.2302	-1.4873	2.5007
3	629 m/(s^2)	1.2147	Bioinformatics	rabbit	0.3705	0.9486	0.1525	-108	401	1.7794	-0.4865	2.8149
3	-543 m/(s^2)	1.4334	Electrical Engineering	rabbit	0.606	-0.2308	-0.1823	-440	-970	2.6182	-1.8154	0.7148
2	-369 m/(s^2)	1.2377	Biotechnology	ferret, pig	0.015	1.1075	2.2019	-200	2278	1.5231	0.3841	0.9379
4	2269 m/(s^2)	0.8309	Computational Media	guinea pig	-0.1479	-0.5237	0.073	628	1304	0.2822	0.3201	N/A
0	249 m/(s^2)	0.0139	Bioengineering	reptile	0.2579	-0.8717	-0.0119	421	452	-0.1586	0.4437	1.422
4	452 m/(s^2)	-0.0876	Games and Playable Media	guinea pig	0.8378	0.5767	-0.2583	-73	1303	-0.6949	0.5904	0.1462
2	1130 m/(s^2)	0.0576	Biotechnology	ferret	1.1346	-1.0971	0.6652	1417	-974	-0.7263	1.3174	1.1771
4	1027 m/(s^2)	1.2534	Computational Media	hamster	0.4499	0.6014	0.7176	1140	2167	-0.669	0.7308	1.3821
4	-25 m/(s^2)	0.1128	Games and Playable Media	N/A	0.1895	1.3611	0.3075	-22	196	0.4315	0.67	1.0188
4	-101 m/(s^2)	1.4265	COMPUTATIONAL MEDIA	guinea pig	1.177	-0.6147	0.4641	1386	319	0.4884	1.0665	-0.175
0	814 m/(s^2)	-0.0317	Robotics Engineering	reptile	0.5049	1.1202	-0.937	-413	1149	0.8835	-0.5358	0.6386
1	1805 m/(s^2)	0.4009	Computer Science	cat, dog	0.0323	0.5816	1.1472	621	5	-0.5948	1.6818	-0.5239
3	-938 m/(s^2)	2.1112	Electrical Engineering	chicken	0.4722	1.8648	0.982	1742	-607	-0.0487	0.0157	1.0361
0	-777 m/(s^2)	-0.2448	Data Science	reptile	-0.1578	-0.3039	0.2586	560	-2235	0.2806	0.9302	1.454
0	538 m/(s^2)	-0.6639	Robotics Engineering	reptile	-1.0075	-1.8285	0.54	-697	-476	1.2809	0.0481	-0.2219
2	395 m/(s^2)	0.3992	Human Computer Interaction	fish, ferret, rat	0.7213	-0.0657	0.4947	422	1731	2.1118	-0.7308	0.2317
0	876 m/(s^2)	0.7947	Data Science	reptile	-0.2314	0.4186	0.1479	167	1145	0.4244	0.8229	-0.2089
4	-208 m/(s^2)	0.6796	Computer Game Design	guinea pig	0.8607	1.9599	0.1798	274	1451	0.1814	2.3259	0.5952
2	-17 m/(s^2)	1.3204	Human Computer Interaction	pig, fish, ferret	0.2252	0.3777	0.1853	-78	1905	1.6866	-0.1271	1.2939
2	542 m/(s^2)	0.1855	Biotechnology	rat	-0.0608	-0.5987	1.7125	546	2678	0.6432	2.1312	1.0498
3	679 m/(s^2)	0.5379	Electrical Engineering	chicken	-0.2245	1.4179	-0.6543	1237	436	0.3947	0.195	-0.4191
1	1523 m/(s^2)	0.4573	Computer Science	cat, bird	0.9575	0.6436	-0.035	1577	-1015	1.0267	1.7147	-0.4662
3	1481 m/(s^2)	-0.0829	Electrical Engineering	rabbit	0.9044	-0.2862	-0.5415	1136	996	1.3358	-1.0747	-0.9559
0	-2081 m/(s^2)	0.3435	Statistics	pig	-1.006	1.9083	-0.4749	723	-152	1.0937	0.9583	2.2555
2	618 m/(s^2)	1.677	Human Computer Interaction	fish	0.768	0.2184	1.074	-162	-554	0.1839	1.2874	-0.183
3	1572 m/(s^2)	0.2322	Computer Science	chicken	0.7794	-0.5722	-0.5327	327	898	1.3644	0.2203	-0.0974
0	1018 m/(s^2)	1.0927	Bioengineering	reptile	0.2841	0.8312	0.1864	210	82	-0.0554	1.1684	0.0973
2	None	-0.34	Technology and Information Management	pig, fish, ferret	-0.6335	0.0263	0.7193	-950	114	1.2483	-0.1467	1.705
4	-361 m/(s^2)	0.0654	Games and Playable Media	reptile	-0.6028	1.545	None	1080	-738	-0.5003	0.0976	2.1427
0	6 m/(s^2)	1.3883	Bioengineering	reptile	0.0817	0.8365	0.1159	-817	-320	-0.3731	1.8158	-0.2864
1	-447 m/(s^2)	-0.3096	Computer Science	chicken	-1.4489	-0.1825	-0.3142	958	187	-0.2082	0.3731	1.2146
0	708 m/(s^2)	0.1694	Robotics Engineering	reptile	0.7683	2.9101	-0.2852	1633	463	0.2966	1.1948	-0.0897
3	749 m/(s^2)	0.7419	Bioinformatics	chicken	1.3409	-0.5761	0.7658	-197	817	0.2298	-0.328	1.5298
2	1683 m/(s^2)	0.5175	Biotechnology	fish	-1.2873	0.3099	n/a	763	-155	0.8923	-0.4992	0.7053
2	1665 m/(s^2)	1.2255	Human Computer Interaction	pig	0.2439	1.142	0.1179	118	-681	0.8418	-0.621	1.1937
4	1454 m/(s^2)	0.6156	Computer Game Design	guinea pig	0.3504	0.8486	0.3348	-354	820	0.8956	0.5563	0.2565
4	1318 m/(s^2)	1.5188	Computer Game Design	guinea pig	1.194	0.2904	0.1096	866	1739	0.3439	0.6083	1.6458
0	1312 m/(s^2)	-0.1807	Statistics	reptile	0.1131	-0.2015	0.2959	816	1060	0.3584	0.9842	0.2353
0		0.1475	Statistics	Reptile	0.4712	-0.8634	0.2301	278	442	1.3304	0.9729	-0.7368
0	-725 m/(s^2)	0.7858	Statistics	reptile	1.8816	0.1933	-0.3039	14	1032	0.1496	1.2227	-0.7137
4	1441 m/(s^2)	0.1731	Games and Playable Media	hamster	0.3551	1.4851	-0.2286	787	1708	0.0519	-0.3397	1.628
3	964 m/(s^2)	0.0928	Bioinformatics	rabbit	-1.1973	-1.257	0.2697	248	167	0.7402	-0.472	-0.1999
1	719 m/(s^2)	0.4499	Applied Mathematics	bird	0.1972	-1.4449	1.2107	669	-72	0.227	0.8414	-0.5492
0	-969 m/(s^2)	-0.8962	Data Science	bird, dog	-0.8858	0.9918	-0.3564	1384	-707	0.1304	0.4189	-0.2196
3	264 m/(s^2)	0.7921	Electrical Engineering	rabbit	1.3177	1.6036	-1.0413	-1058	1856	1.2297	-0.033	0.9989
3	-114 m/(s^2)	-0.3865	Electrical Engineering	rabbit	2.4799	1.7363	0.6756	-15	719	0.1671	-0.708	-0.428
4	627 m/(s^2)	-0.2451	Computer Game Design	hamster	0.4362	0.9623	-0.1167	2374	1400	-0.4738	0.2219	1.4256
2	-1450 m/(s^2)	1.5007	Biotechnology	ferret, rat, pig	-0.4371	-1.8609	0.4224	305	783	0.5363	0.527	-0.2423
1	1632 m/(s^2)	1.3168	Applied Mathematics	dog, cat	1.2361	-0.3455	-0.5172	-228	-92	-0.1479	0.3171	1.3304
0	302 m/(s^2)	0.2604	Computer Engineering	reptile	0.4877	0.9135	-1.2171	1480	-2704	-0.5121	0.9062	0.5508
3	-448 m/(s^2)	0.4539	Natural Language Processing	chicken	1.3538	0.0919	0.9282	-1621	-1476	2.1071	0.3596	0.3448
1	-399 m/(s^2)	0.5541	Applied Mathematics	dog	0.6753	0.8216	0.0015	2300	68	1.8326	0.5255	-0.4817
4	442 m/(s^2)	0.1189	Computational Media	guinea pig	-0.6292	0.6853	0.5746	294	1405	-0.009	1.2351	0.8472
3	571 m/(s^2)	1.6959	Natural Language Processing	rabbit	1.416	-1.6079	-0.1244	523	1927	0.2129	0.5848	-0.2458
4	-728 m/(s^2)	-1.3272	Computational Media	guinea pig	0.8549	1.3925	0.5462	-109	1824	0.5651	1.1428	1.8237
3	1114 m/(s^2)	0.3253	Bioinformatics	N/A	0.0094	0.3314	0.3394	653	-833	1.8187	-0.1549	-0.0476
0	1353 m/(s^2)	0.8856	Computer Engineering	reptile	2.0362	-0.1988	-0.6704	308	275	-0.2648	0.6108	1.633
1	-295 m/(s^2)	0.6464	Computer Science	bird, cat	-1.1339	0.3254	-0.4185	486	-379	0.1523	-0.4209	1.5329
1	-433 m/(s^2)	0.1609	Computer Science	cat	-0.8669	-0.4104	0.5971	1213	15	-0.0204	0.8465	1.473
2	1654 m/(s^2)	1.4361	BIOTECHNOLOGY	ferret, fish	0.628	1.4747	0.5111	604	1581	0.0601	-0.5812	-0.5206
1	-384 m/(s^2)	1.3474	Applied Mathematics	guinea pig	0.3308	0.1248	1.4348	788	-55	0.4377	-0.3043	-0.309
1	644 m/(s^2)	0.8115	Computer Science	cat	-0.6556	1.2596	-0.6299	2426	-692	0.2922	0.7187	1.9472
2	2214 m/(s^2)	-0.1344	Biotechnology	ferret	1.7564	0.1059	-0.2093	125	990	-0.3602	0.54	2.4774
0	1964 m/(s^2)	0.668	Computer Engineering	reptile	-1.7425	-0.5762	0.0839	666	-413	1.153	0.1485	0.7401
2	-251 m/(s^2)	0.1255	Human Computer Interaction	fish, ferret	-1.2288	0.8282	1.0956	460	1442	-0.1241	-0.3214	-1.1149
2	154 m/(s^2)	1.2799	N/A	rat, pig, ferret	0.3631	0.8378	-0.5259	1429	-409	1.402	1.3319	-0.379
0	1168 m/(s^2)	0.2987	Bioengineering	cat, dog	0.2928	0.8046	1.3793	777	-1157	0.2073	-0.0091	0.5899
0	-468 m/(s^2)	0.4424	Bioengineering	reptile	0.6241	-1.362	1.0564	704	244	-0.4624	1.2259	1.6976
0	372 m/(s^2)	-0.8191	Bioengineering	reptile	2.0806	1.7277	0.1165	-114	1305	0.6378	0.5725	0.3302
0	398 m/(s^2)	0.9583	Bioengineering	reptile	-0.4483	1.1934	0.1068	2381	288	0.324	0.0172	1.2741
0	-115 m/(s^2)	0.8102	Statistics	reptile	0.5975	0.507	-0.4425	-331	2134	0.3377	-0.3057	0.4487
3	959 m/(s^2)	0.3237	Electrical Engineering	rabbit	0.0912	1.2267	0.7225	1401	964	1.1183	-0.2104	-0.0475
1	1896 m/(s^2)	0.5687	Applied Mathematics	cat, bird	1.48	-0.3687	0.7416	-42	64	0.3467	2.0466	-1.4295
3	598 m/(s^2)	0.3444	Natural Language Processing	rabbit	-0.2655	2.2973	N/A	1429	158	2.0119	0.2003	0.0269
1	1512 m/(s^2)	-0.4575	Applied Mathematics	dog	1.0728	-0.1493	-0.0147	1510	313	-0.8386	0.1026	0.6274
1	571 m/(s^2)	0.2875	Applied Mathematics	dog, cat	-0.4651	-1.2484	-0.0211	452	-610	-0.3847	0.7278	0.1816
2	859 m/(s^2)	-0.0126	Biotechnology	fish, rat, ferret	-1.3872	-0.8829	0.5472	1048	-317	0.0324	0.5543	2.2835
1	443 m/(s^2)	-1.0968	Applied Mathematics	cat	0.5017	-0.9122	-0.0116	-185	-937	-1.6742	2.0848	2.6505
2	2066 m/(s^2)	0.7433	Biotechnology	ferret	0.1192	1.0204	0.7729	758	1927	1.0648	-1.1731	1.0865
0	590 m/(s^2)	1.8727	Computer Engineering	reptile	0.0248	-0.8622	-0.5947	177	-1336	-0.7862	0.966	-0.4704
3	910 m/(s^2)	1.4553	Electrical Engineering	rabbit	1.4143	-1.1777	-0.3358	1799	593		0.5811	0.0912
1	1591 m/(s^2)	0.9971	Computer Science	cat	1.04	1.6271	-1.1132	652	-270	0.4288	1.1571	0.0141
3	-473 m/(s^2)	0.9811	NULL	chicken	0.1314	-0.6008	-0.7089	1120	-1428	0.6542	-0.0636	0.7474
1	1621 m/(s^2)	0.9636	Computer Science	bird, dog	1.5167	0.6443	0.1012	411	None	0.7709	1.5921	-0.211
0	449 m/(s^2)	-0.38	Data Science	reptile	-0.8226	0.835	0.3402	1424	-1381	1.1718	0.1963	0.5768
4	-73 m/(s^2)	-0.0999	Computational Media	guinea pig	0.566	0.5962	-0.1778	336	1734	0.2374	1.2025	0.2095
0	843 m/(s^2)	0.1732	Data Science	reptile	3.0441	-0.3785	-0.1588	-575	-838	0.093	0.7125	1.1367
1	299 m/(s^2)	0.6773	Applied Mathematics	dog, bird	1.8811	-0.3089	-0.3818	-1503	639	-0.486	0.2736	-1.8485
2	216 m/(s^2)	0.5475	Biotechnology	pig	1.3543	0.5132	1.3674	327	772	1.1193	0.01	1.1411
3	331 m/(s^2)	0.5685	electrical engineering	chicken	2.0044	-0.9533	0.329	274	951	0.3835	-2.1134	0.668
4	1171 m/(s^2)	0.3006	Computational Media	hamster	-0.2096	0.8686	-0.563	267	-1185	-0.2868	0.6875	2.5038
0	-815 m/(s^2)	-0.021	Data Science	reptile	-0.7406	-0.0557	1.1806	824	-478	-0.4112	-0.4033	1.71
3	693 m/(s^2)	0.0357	Bioinformatics	rabbit	1.5204	0.3651	-0.268	770	49	-0.5396	0.0456	-0.5423
3	-801 m/(s^2)	0.075	Bioinformatics	chicken	0.1999	-0.3087	2.0072	-284	-268	0.6241	-0.3846	-0.5552
1	-19 m/(s^2)	-0.0418	Computer Science	bird, cat	-0.3923	-0.6796	1.4729	442	53	-1.4404	-0.116	0.6466
4	1923 m/(s^2)	-0.4934	Games and Playable Media	hamster	0.127	-0.3723	0.1749	-241	509	0.8281	2.1937	0.6557
0	472 m/(s^2)	0.0995	Bioengineering	reptile	1.9165	0.6081	0.4298	-971	1510	-0.9433	-1.0979	0.1046
3	-1189 m/(s^2)	0.5291	Natural Language Processing	guinea pig	2.1685	0.9682	0.863	723	1394	1.3804	0.637	0.8318
1	372 m/(s^2)	0.5125	Computer Science	dog	0.136	0.5932	1.6164	241	-754	-0.78	0.5447	0.8251
2	-79 m/(s^2)	0.4547	Technology and Information Management	ferret, fish	0.4617	-0.1375	0.7653	-789	-877	-0.0677	0.4402	0.0317
1	783 m/(s^2)	0.0264	Computer Science	dog, bird	1.1622	1.1155	0.3817	335	-1081	1.1828	0.622	-0.0051
1	1738 m/(s^2)	1.362	Applied Mathematics	bird, cat	-0.9184	-0.7081	n/a	453	1152	0.5132	2.3431	1.1294
2	330 m/(s^2)	0.7072	Technology and Information Management	ferret	1.5734	2.2636	-0.7532	-419	450	0.9916	-0.8773	-0.5881
4	2417 m/(s^2)	0.9476	cOMPUTER gAME dESIGN	guinea pig	2.0376	0.9406	NULL	433	1133	0.8118	0.7404	-0.27
0	1214 m/(s^2)	0.0133	Statistics	reptile	-0.1942	0.9362	-0.6034	-1187	292	0.0294	0.8707	0.5186
3	-135 m/(s^2)	0.2841	Bioinformatics	fish	0.519	0.0344	-0.2568	880	-115	1.4619	-0.4851	1.5748
1	891 m/(s^2)	0.0779	Applied Mathematics	cat, bird	-0.6876	0.5119	-0.4293	-866	443	-0.6556	-0.3289	1.1544
1	170 m/(s^2)	0.3873	Computer Science	bird, dog	0.8032	0.5871	-0.5222	-731	763	0.8097	0.5831	-0.7423
2	920 m/(s^2)	0.1688	Human Computer Interaction	rat	1.0559	0.9546	0.3866	886	2362	0.7143	-1.2384	1.159
0	2044 m/(s^2)	0.5379	Computer Engineering	reptile	0.6491	-1.1324	0.4313	-499	-1384	1.5659	0.4282	2.0224
0	-643 m/(s^2)	-0.4065	Bioengineering	pig	-0.3366	0.4627	-0.3678	1252	464	0.1578	1.1082	-0.6236
2	1645 m/(s^2)	0.3024	Biotechnology	ferret, fish	0.9117	-0.8847	-0.2563	411	-719	-1.5059	0.4706	0.7627
4	371 m/(s^2)	0.354	Computer Game Design	guinea pig	0.4321	-0.1218	0.8768	662	784	-0.7647	0.8423	0.7081
4	916 m/(s^2)	0.7168	Games and Playable Media	Guinea Pig	0.8826	1.2307	-0.6755	135	734	1.2976	0.6741	0.6978
2	-494 m/(s^2)	0.259	Biotechnology	pig, ferret, fish	1.1095	-0.6781	0.2101	-207	718	-0.7248	0.1806	-0.6677
2	240 m/(s^2)	1.353	Technology and Information Management	ferret, fish	-0.8994	0.8778	0.5365	1452	1245	1.0909	-0.1048	1.3596
2	1700 m/(s^2)	1.2315	Technology and Information Management	fish	1.0953	-0.7653	1.0775	-879	-1334	0.3249	-2.0709	3.3528
0	479 m/(s^2)	1.4788	Computer Engineering	reptile	0.7353	0.4456	-0.7679	257	-564	0.1021	-0.7811	-0.1208
4	780 m/(s^2)	-0.6145	Computer Game Design	hamster	-0.6029	-0.7302	0.6089	586	402	0.9745	1.3748	0.4503
2	970 m/(s^2)	0.0064	Biotechnology	pig	0.0162	0.3008	1.4875	2434	1086	-0.0428	0.0739	1.7203
0	249 m/(s^2)	-0.0878	Robotics Engineering	reptile	0.4482	0.2246	0.6976	972	761	-0.0864	1.5336	0.9618
2	-466 m/(s^2)	1.4766	Technology and Information Management	fish	1.342	1.0979	1.3112	-321	1435	1.3494	1.0813	0.5277
1	-1398 m/(s^2)	0.4976	Computer Science	cat, bird	0.6785	1.7267	0.9486	479	207	2.5638	1.4472	-1.1344
0	-235 m/(s^2)	0.5556	Robotics Engineering	reptile		1.0477	0.7231	-60	-539	0.1888	0.4025	0.1013
4	617 m/(s^2)	0.3302	Games and Playable Media	guinea pig	0.4842	1.7076	0.6249	467	857	0.092	-0.2474	-0.8323
3	-128 m/(s^2)	-0.039	Natural Language Processing	rabbit	1.3107	1.9589	-1.1214	1137	47	2.6034	0.2309	1.2246
4	1010 m/(s^2)	-0.0498	Computer Game Design	hamster	-2.34	-1.0188	0.8713	167	1596	-0.747	-0.2447	-0.1033
4	-385 m/(s^2)	1.1834	Computational Media	guinea pig	0.0793	0.5538	0.1344	559	31	-0.0965	1.0073	-0.797
2	914 m/(s^2)	0.3582	Technology and Information Management	fish	0.4822	-0.4075	1.2752	1363	-1202	-0.214	-1.0796	0.4937
2	61 m/(s^2)	0.2278	Biotechnology	ferret, rat, pig	1.2836	-1.0167	-0.0698	433	-417	1.9107	-0.3163	0.8441
0	574 m/(s^2)	0.818	Robotics Engineering	reptile	0.7704	1.0726	0.7838	688	475	0.0448	0.2422	2.5029
4	139 m/(s^2)	-0.7369	Computational Media	hamster	1.475	-0.8605	-0.1844	2498	-528	-1.0085	-0.0405	-0.034
2	633 m/(s^2)	1.3247	Biotechnology	pig, fish, ferret	0.991	-0.2193	1.0749	-38	-482	0.1106	0.8611	-0.2982
0	660 m/(s^2)	-0.5946	Robotics Engineering	reptile	-1.2524	-0.1576	0.2388	627	-367	0.3692	0.7045	0.6326
0	-628 m/(s^2)	-0.0203	Bioengineering	reptile	1.37	0.6723	0.7654	523	577	1.7571	1.9411	1.2015
1	-174 m/(s^2)	-0.0261	Applied Mathematics	dog, cat	0.2407	0.8214	-0.5322	420	1198	-0.1644	1.0508	0.261
2	51 m/(s^2)	-0.7815	Human Computer Interaction	ferret, pig, rat	2.3781	0.0906	1.0679	-343	625	0.2106	-1.0445	0.4935
2	-65 m/(s^2)	0.8941	Human Computer Interaction	rat, ferret, pig	0.9262	0.6862	1.2271	?	1640	0.6778	-0.6033	-0.2502
4	1738 m/(s^2)	-0.0498	Computational Media	hamster	-0.4869	-0.6552	-0.0073	1989	1325	0.9319	1.5797	1.3456
0	-199 m/(s^2)	0.9236	Computer Engineering	reptile	0.1338	0.827	0.6279	647	601	-0.5089	1.055	1.3369
2	1705 m/(s^2)	1.4696	Technology and Information Management	rat, pig, ferret	1.1138	0.1673	1.8249	988	1501	0.9929	-0.2589	-0.088
2	3359 m/(s^2)	0.0385	Biotechnology	pig	-0.5496	0.6074	2.7707	802	1719	-0.1735	-1.0294	0.5436
4	859 m/(s^2)	0.7494	Computer Game Design	hamster	-0.8684	1.3005	-1.4249	507	1543	0.1834	0.6928	-0.8263
1	253 m/(s^2)	-0.5948	Computer Science	dog	0.2895	0.5449	-0.4703	2068	1483	0.2633	-0.1983	0.6671
1	-432 m/(s^2)	1.5537	Applied Mathematics	cat	-0.9142	0.533	0.1451	2178	1790	1.0523	1.2996	0.2544
2	1164 m/(s^2)	0.7647	Technology and Information Management	ferret, pig	-0.8159	1.7876	-1.5357	273	1605	1.5217	0.5352	0.6278
4	-659 m/(s^2)	0.7502	Games and Playable Media	hamster	0.4376	1.7641	-0.6658	-225	2411	1.049	0.6512	1.5628
1	2463 m/(s^2)	0.4057	Computer Science	reptile	-0.4276	-0.0232	-0.1686	1412	167	-0.0223	-0.0294	-1.3539
1	-279 m/(s^2)	-0.0154	Computer Science	dog	0.2006	-0.1462	0.9645	?	-781	0.3599	2.2762	-0.2206
1	1184 m/(s^2)	0.0293	Applied Mathematics	dog	0.2625	0.4066	0.024	293	1455	0.1502	0.8253	1.1521
2	129 m/(s^2)	0.6369	Technology and Information Management	ferret	0.8295	1.1426	0.7483	-194	1234	1.2246	-0.3955	1.9286
1	515 m/(s^2)	0.3248	Applied Mathematics	dog	0.0508	2.7349	-0.9446	2375	-2726	1.5868	n/a	0.4379
2	904 m/(s^2)	0.8539	Technology and Information Management	ferret	1.1044	0.641	-0.0079	2481	472	1.0207	-0.6276	0.4807
0	1403 m/(s^2)	0.5809	Technology and Information Management	reptile	-0.3962	0.6453	-0.0117	1815	-1180	-0.8614	-0.3695	2.3327
1	1058 m/(s^2)	0.507	Applied Mathematics	bird, cat	-0.0217	0.4245	0.1854	519	-870	0.837	1.0362	0.439
4	1968 m/(s^2)	0.3618	Games and Playable Media	guinea pig	0.3469	1.1843	0.6865	659	1953	1.0592	1.4423	1.0375
2	1126 m/(s^2)	0.0322	Technology and Information Management	fish	0.8502	0.44	0.6842	942	651	1.6078	1.0597	0.9264
4	2343 m/(s^2)	0.9056	Computational Media	hamster	0.2446	0.6641	0.2948	301	-282	1.1594	2.1502	-0.0225
